username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Rawr,233073343,NYC,2011-01-02 05:50:00,"@twusted_tweets @unusual_whales Major company lay-offs usually come with severance, making the recently unemployed… https://t.co/6XsQGHFw23",0,Twitter for Android,
BRON,1110210397146103812,New York,2019-03-25 16:02:40,US Government data is getting harder to believe.  Similar to China where realty tells you one thing yet the data te… https://t.co/RRkjWWW0ey,0,Twitter Web App,
JP van Essche,1516506351601606658,"New York, NY",2022-04-19 19:57:57,@equitydd Maybe unemployment and inflation aren't as correlated as the Fed thinks?,0,Twitter Web App,
Stephen Lisner,799316130070413312,"Manhattan, NY",2016-11-17 18:19:50,"@SenateGOP FACTS:
#TraitorTrump left worst recession/unemployment since 1929.
Inflation has reduced every month for… https://t.co/EtmmuuQcV7",0,Twitter for iPad,
The Funded Trader,1444692024721039360,"New York, USA",2021-10-03 15:53:24,"No Red Event News Today 🟥

The only thing of note is the Unemployment Claims!

 ↩️ Previous: 205K
🔎Forecast: 214K
✅… https://t.co/xpGeUDvqns",0,Twitter Web App,
MarketWatch,624413,"New York, NY",2007-01-11 05:15:48,"The number of Americans who applied for unemployment benefits in mid-January fell to a four-month low of 190,000, s… https://t.co/o8Zxtc4xm1",3,SocialFlow,
Collin La Mey,330133120,"New York,NY",2011-07-06 04:34:36,@YahooFinance #BradSmithYahoo: @wef @juleshyman &amp; @BrianSozzi : We keep hearing how strong The USEconomy with low u… https://t.co/HlGCIJPSnk,0,Twitter for Android,
Taxman,1542154698442084356,Strawberry fields ,2022-06-29 14:35:17,This is what unemployment breeds https://t.co/HLcCkEeQNU,0,Twitter for iPhone,
MasterUltraBall 🐀,1349844643,"New York, USA",2013-04-13 17:48:19,"@deuterionxgeass If everyone doesn't buy the game, that's just slightly less money for JK and could potentially lea… https://t.co/9L8SIhH921",0,Twitter for Android,
evEryThiNG's NorMaL,622242982,New York City,2012-06-29 21:08:55,@MetreSteven Doesn't the fed want unemployment to go up?,0,Twitter for Android,
Bloomberg Economics,144274618,"New York, NY",2010-05-15 20:30:58,"NEW: Applications for US unemployment benefits unexpectedly fell last week, sliding to the lowest level since Septe… https://t.co/jQxegF7Qhh",3,SocialFlow,
Bloomberg Markets,69620713,New York,2009-08-28 15:52:42,"NEW: Applications for US unemployment benefits unexpectedly fell last week, sliding to the lowest level since Septe… https://t.co/3aIRac707q",7,SocialFlow,
Gregory Daco,371810750,"New York, NY",2011-09-11 15:20:57,"🇺🇸Initial claims for #unemployment fell in week-ended Jan 14:

▶️Claims: 190k (-15k) 
▶️4-wk average: 206k (-7k)… https://t.co/73I2TMbey4",3,Twitter Web App,
Bloomberg Markets,69620713,New York,2009-08-28 15:52:42,"JUST IN: Applications for US unemployment benefits unexpectedly fell last week, sliding to the lowest level since S… https://t.co/iT8w05qrZE",5,SocialFlow,
Rebecca M.,956286975648108545,"New York, USA",2018-01-24 22:05:56,"@MarshaBlackburn Payback unemployment money received.
Following orders and vaccines are required when you sign up.… https://t.co/xqPtnUsWys",0,Twitter for iPhone,
Andrew,726864139511980032,"Manhattan, NY",2016-05-01 20:01:30,"@FireCpz @yougotlittuprs @RSColifin I’m assuming you are talking about America? Realistically speaking, we do not h… https://t.co/yDVisd7c67",0,Twitter Web App,
Beth Williams Liou,1163804689,NYC,2013-02-09 19:06:33,"This was the most-emailed story during the past day as of 8 am in NY:

❓❓Behind the five-decade low US unemployment… https://t.co/YMAbyqEhTo",1,Twitter Web App,
UticaJoe,189095094,New York,2010-09-10 11:14:37,@Healthyfairy86 Automation’s impact on future unemployment and poverty,0,Twitter for iPhone,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Brazil decreased to 8.10 percent in November from 8.30 percent in October of 2022.… https://t.co/sP6r4jsXXm,0,Trading Economics,
Mare☮️,1036933202764615680,"New York, USA",2018-09-04 11:05:15,@RepMTG Accountable for record low unemployment? Decreasing inflation? Infrastructure spending? More Americans with… https://t.co/AAUgjC6a9K,0,Twitter for iPhone,
Frank_E_M,1020128099445469184,"New York, USA",2018-07-20 02:07:46,@WhiteHouse Lol why the fuck do people care about any of this ? Even if unemployment rate is “this low” why does an… https://t.co/g9kzovjCkm,0,Twitter for iPhone,
High Stakes,317621477,"New York, USA",2011-06-15 06:26:51,@IdakSamuel That was a technical recession with no layoffs nearby. In this one you are seeing layoffs around you.… https://t.co/3EqITsfVmy,0,Twitter Web App,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Hong Kong decreased to 3.50 percent in December from 3.70 percent in November of 2022.… https://t.co/J2u6naWVYN,1,Trading Economics,
High Stakes,317621477,"New York, USA",2011-06-15 06:26:51,@saxena_puru Weak consumer spending in Dec -&gt; Lower gdp -&gt; Earnings down -&gt; Stocks lower -&gt; Unemployment up = Recession,0,Twitter Web App,
me,4822780761,"New York, NY",2016-01-18 02:27:24,@whitebasicmale @SBAIsabel @uscensusbureau It’s like bragging about how low unemployment is while ignoring how empl… https://t.co/GOenLeoc0B,0,Twitter for iPhone,
diya,1004725296879357952,nyc,2018-06-07 14:02:32,the reasoning behind the statement “the unemployment rate should be higher” is understandable.,0,Twitter for iPhone,
Mr. Honkytonk Man,121676372,"New York, NY",2010-03-10 07:06:29,"No, the restaurant industry will not get get better because Noma is closing. We have high inflation that is raising… https://t.co/OsOFE9JQlx",0,Twitter for iPhone,
Hairlem1,1294804058339971073,"New York, NY",2020-08-16 01:12:07,@Negrocomotucucu @IndexCensorship @irishexaminer The president of Mexico did not assist workers with unemployment b… https://t.co/mVznK15joW,0,Twitter Web App,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Netherlands decreased to 3.50 percent in December from 3.60 percent in November of 2022.… https://t.co/P9MwnoaCBS,0,Trading Economics,
HereICOme 🇺🇲,1386340706629861383,"New York, USA",2021-04-25 15:26:06,"@Dabeefcake @marceelias *Worker shortage* correct, directly caused by the inflated stimulus packages and the incent… https://t.co/6E7xUlYRQ1",0,Twitter for Android,
melina white,86245230,,2009-10-30 05:13:29,"No, not NJ's state agency systems that are supposed to process critical public applications not work ! What's the w… https://t.co/j5AtHfWw78",0,Twitter for Android,
HereICOme 🇺🇲,1386340706629861383,"New York, USA",2021-04-25 15:26:06,@anjaspapa @Dabeefcake @marceelias The worker shortage was directly caused by the inflationary stimulus packages an… https://t.co/PsGrkkS2Iz,0,Twitter for Android,
Tinkerbell Fernando,993930259220201473,"Manhattan, NY",2018-05-08 19:06:54,"@BobShrum @DavidJollyFL @PeterMDanos The deficit  They build it up Democrats knock it down, they destroy the econom… https://t.co/Vb74nutaLG",0,Twitter for Android,
kykis9 🇺🇸🇺🇦🏳️‍⚧️,3015773842,Manhattan,2015-02-03 23:59:09,"@Jim_Jordan ""Layoffs coming,"" after the 50yr low of 3.5% unemployment is Rep. Jordan's threat of what will happen w… https://t.co/s0qcg7IfnC",0,Twitter Web App,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,@riverboatjester Unemployment rate for college degree and higher at secular lows and a mere 1.9pct.  Not just low p… https://t.co/X8Nh8ZYfbE,1,Twitter for iPhone,
High Stakes,317621477,"New York, USA",2011-06-15 06:26:51,@Aslimeow Unemployment no's.,0,Twitter for Android,
Matthew Zeitlin,12263542,New York,2008-01-15 09:57:55,"""The Federal Reserve is consistent in its view that low interest rates (and by extension, economic expansion and lo… https://t.co/z0q7dwfgwp",0,Twitter Web App,
Wear A Mask,1354449530998190086,"Manhattan, NY",2021-01-27 15:21:57,@AllIsFreeForMe @RaiderHooven @kurteichenwald @Target So you admit that capitalism is inherently broken? I’m so gla… https://t.co/KNtVpVcSZK,0,Twitter for iPhone,
sailorbytr8,2880298119,"New York, NY",2014-11-17 01:44:26,Yes @TaylorLorenz it’s called unemployment. https://t.co/DiHA0nEzAP,0,Twitter for iPhone,
PR3CISSION,1116780867970654213,"NYC, United States",2019-04-12 19:11:22,@ChadLaveglia @bravest4choice I hope you do sir. Am still unemployed because NYCDOC let me go and still haven’t rec… https://t.co/hjKVFD6SA4,0,Twitter for iPhone,
McSicily1380💙💙💙,1201492646386159616,"New York, USA",2019-12-02 13:25:56,@inqdragon2 The unemployment line.,0,Twitter for iPhone,
Investor News,1134049078424162304,"New York, NY",2019-05-30 10:49:04,"Australia jobs take surprise dip in Dec, but unemployment stays low $AIRR $WBK https://t.co/n297f2S2OP",0,Newsfilter.io,
Intl. Business Times,78714922,"New York, NY",2009-09-30 21:37:53,Australia employment unexpectedly dipped in December following an outsized gain the month before in a sign the red-… https://t.co/wYuhZLr5EH,0,Echobox,
FXDD,17766107,"Manhattan, NY",2008-11-30 23:54:28,"#Australia December employment -14.6k vs +22.5k expected, #Unemployment 3.5% vs 3.4% prior.

#AUD$ trades lower to low 69 cents.",1,TweetDeck,
Justin Feldman,139049986,nyc,2010-05-01 11:46:27,"@AmihaiGlazer You can look at business association lobbying and lawsuits against: business closures, capacity limit… https://t.co/c1M4Y1QKSy",1,Twitter Web App,
AInvest Wire,1516030462954725380,New York,2022-04-18 12:26:49,"Australian Unemployment Rate Actual 3.5% (Forecast 3.4%, Previous 3.4%)
#Ainvest #Ainvest_Wire #Fed #interest… https://t.co/zTsgygsyZ0",0,AinvestNews,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Australia increased to 3.50 percent in December from 3.40 percent in November of 2022.… https://t.co/AXYiIyONI6,3,Trading Economics,
Torque Futures,1484671925225934851,"New York, USA",2022-01-21 23:39:18,"@mochat9 @ElijahToddWald1 @Pittpatva @xanderknowsball @JoshuaPHilll Well, I live in the US where we have a 3.5% une… https://t.co/Pty8cX10mf",0,Twitter for iPhone,
QQ Global Markets,1556630178293600261,"New York, NY",2022-08-08 13:15:48,"10:30 am, CAD, Wholesale Sales m/m.
USD, Philly Fed Manufacturing Index.
USD, Unemployment Claims.
USD, Building Pe… https://t.co/thQP6BbloF",0,Metricool,
Noneya,240114352,"New York, USA",2011-01-19 05:25:34,@TimedRevolver @BoomerMays @POTUS Unemployment is down because the freeloaders that were on it instead of getting a… https://t.co/YQ90tmdMfS,0,Twitter for Android,
Himmy Turner💎,1442526834,"New York, USA",2013-05-20 01:10:59,Youth Unemployment has become a serious issue globally https://t.co/C0aWdUcz7B,0,Twitter for iPhone,
brixton doyle,261013050,"New York, NY",2011-03-05 02:16:29,"@Jim_Jordan We’re not a Russian satellite that’s abandoned our allies, as Trump wanted, so there’s that. Also,unemp… https://t.co/IGyvHwtmGW",0,Twitter for iPhone,
Autorub Music Official,110082899,New York,2010-01-31 08:06:07,@ksorbs You should stick to silent unemployment.,0,Twitter for iPhone,
susan,1151278624789737473,"New York, USA",2019-07-16 23:53:08,@USMiniTru How this effect bidens “I came into office and the unemployment rate is down” shtick?,0,Twitter for iPhone,
𝕋𝕙𝕖 𝕋𝕙𝕚𝕟𝕜𝕖𝕣,1458272461,New York,2013-05-25 23:11:41,3. The third trend is a declining economy due to lower birth rates resulting in widespread unemployment and increas… https://t.co/JKcq5LNIF1,0,Twitter Web App,
Bloomberg Economics,144274618,"New York, NY",2010-05-15 20:30:58,Persistently high unemployment in South Africa is a structural problem that the central bank doesn’t have the tools… https://t.co/i4QSummgkt,2,SocialFlow,
Yaw Asamoah,1327788407691616258,"New York, New York",2020-11-15 01:40:11,"@omar_ghxd The good thing about worker run co-ops are that they pay higher wages, less unemployment in downturns si… https://t.co/rjcxItIP5r",0,Twitter for Android,
Elvin🏋️‍♂️,913276147,"New York, USA",2012-10-29 21:25:13,@andreajuliannne LMAOO she said unemployment hours 🤣,0,Twitter for iPhone,
Yahoo News,7309052,New York City,2007-07-07 06:52:31,"If Congress fails to raise the debt ceiling, the government would automatically default on its payments with possib… https://t.co/YqpP1LDx6T",5,SocialFlow,
✨simply vibing ✨,172998572,NYC,2010-07-31 04:16:51,Unemployment $$$ has been MIA for weeks yet the website says it's been deposited already https://t.co/AJxDqDyriJ,0,Twitter for iPhone,
Epoch Times Opinion,1217213360846069760,New York City,2020-01-14 22:34:36,"Opinion💭by @dlacalle_IA

The latest unemployment figures are very concerning, but what’s even more worrying is when… https://t.co/dvLrdwsKvp",9,Buffer,
RichieNYC,1184594478780309504,Manhattan,2019-10-16 22:18:42,"@rob_lowy912 And Virginia's will say....
 China bad? Unemployment good?",0,Twitter for Android,
Laborers Fight Back,1298003906950094848,"New York, NY",2020-08-24 21:07:09,".@local79nyc and @FEWCoalition featured on @univisionNY for the campaign launch of the Unemployment Bridge Program! 
https://t.co/HtWTDRqBpW",0,Twitter Web App,
Bronx Times,2326016834,New York City,2014-02-03 20:41:17,The maximum fee that any check casher can charge for a public assistance check issued by a federal or state agency… https://t.co/J3nwCh1QiF,0,CoSchedule,
Jessica González-Rojas,429528371,"Jackson Heights, Queens",2011-12-06 02:36:22,If I look excited it's cause we’re gonna pass @cleanslateny this year! With amendments and a clear need to address… https://t.co/2Oq6sTOem6,7,Twitter for iPhone,
Harrison Duke Underwood,128315159,"New York, USA",2010-03-31 19:25:35,I was excited about unemployment. 1 week in and I’m ready to find a job.,0,Twitter for iPhone,
Bronx Times,2326016834,New York City,2014-02-03 20:41:17,"Nearly 1 million New Yorkers live with a disability, and nearly 17% of working age with a disability were unemploye… https://t.co/qVcJLzkAiA",0,CoSchedule,
americanpatriottroll,1330113473209118723,"New York, NY",2020-11-21 11:39:12,@CalltoActivism The only reason why the unemployment is so low was because Trump started a snowball effect of creat… https://t.co/6ACfHvxwLJ,0,Twitter for iPhone,
Jon Munitz 💵🗳💚,715276822489997312,"New York, USA",2016-03-30 20:37:38,"@Natedogbfd @DaffyCarruthers Lmao it seems like you really just have no idea what UBI is.

There is no work disince… https://t.co/X6ds995hMq",0,Twitter Web App,
Foreign Affairs,21114659,"New York, NY",2009-02-17 18:31:24,"“Despite the short-run pain of recession and unemployment, reducing inflation to low, stable, and predictable level… https://t.co/CfejUYFj7X",2,SocialFlow,
blockhead5ive,1240075686452346882,NYC,2020-03-18 00:43:17,"not really great #unemployment 

https://t.co/GxfYQreWPl",1,Twitter Web App,
ross,110259942,nyc,2010-01-31 23:07:25,@JadeM2816 @LaBoomer68 @kangaroos991 Also Japan &amp; China were TOTALLY unregulated. No workers pensions/unemployment/… https://t.co/0FuIP7gHTy,0,Twitter Web App,
hannah,553761348,nyc,2012-04-14 16:58:34,"i call unemployment every single day to inquire about my missing payment and every single day, after going through… https://t.co/pfC0aih3on",0,Twitter Web App,
CBS Sunday Morning 🌞,119829799,"Manhattan, NY",2010-03-04 19:35:08,Maryland Governor-elect Wes Moore says the state needs to “change the entire ecosystem” in order to address high cr… https://t.co/VeqvJA1nOr,4,Sprinklr,
KODAI SENGA SZN,212073483,NYC,2010-11-05 01:56:17,There are not exactly people running to become the Jets OC with a QB Zach Wilson who he will have to fix or take re… https://t.co/gGpYXseNGP,0,Twitter Web App,
Eddy Martinez,431250859,"Bridgeport, CT",2011-12-08 02:43:40,My boy Eduardo reporting from Y.O about worker efforts at expanding unemployment assistance. https://t.co/4k9X2Uhmt9,1,Twitter for iPhone,
WJCNY #FundExcludedWorkers,829798719981752321,"New York, USA",2017-02-09 21:06:46,Happening LIVE in ALBANY! The second of FOUR actions today across the Hudson Valley and Upstate NY to launch the… https://t.co/zlfFefSm8m,0,Hootsuite Inc.,
Eduardo Cuevas,1021596262330589184,Nueva York,2018-07-24 03:21:44,Excuse the typos. It would provide a permanent expansion of unemployment assistance similar to traditional UI. Peop… https://t.co/twY82hFJg3,0,Twitter for iPhone,
Eduardo Cuevas,1021596262330589184,Nueva York,2018-07-24 03:21:44,"Day workers, domestic workers and others are rallying in Yonkers this morning to advocate for the Unemployment Brid… https://t.co/CUjPwyEgqp",0,Twitter for iPhone,
WJCNY #FundExcludedWorkers,829798719981752321,"New York, USA",2017-02-09 21:06:46,Happening LIVE! One of FOUR actions today across the Hudson Valley and Upstate NY to launch the @FEWCoalition  camp… https://t.co/gqwY8MJc9n,1,Hootsuite Inc.,
Breaking Trends News,1605764641128316928,"New York, USA",2022-12-22 03:18:28,"Is bank of america crooked?
Federal Regulators Fine Bank of America $225 Million Over Botched Disbursement of State… https://t.co/D0dGSSs6wX",3,Twitter for iPhone,
Ellen,1383554917193830405,"New York, USA",2021-04-17 22:56:29,@arapairo @offofthetrail @charliekirk11 Unemployment is at 3.5% so not a lot of people are staying home &amp; collecting checks.,0,Twitter for iPhone,
UNYouth,105328660,"United Nations, New York",2010-01-16 01:38:51,New @ILO World Employment and Social Outlook shows that global unemployment is expected to rise to over 208 million… https://t.co/sFcz2tnBwi,6,Twitter Web App,
Tim Seymour,39853973,"New York, NY",2009-05-13 22:23:10,Big tech cutting jobs makes for big headlines but its all about SME's in this country that will dictate the path of… https://t.co/rG6l0WQZBb,4,Twitter Web App,
Jesus McAmerican,780582056132681728,"New York, NY",2016-09-27 01:37:19,@Trump716 Which part?  Completing Trump's campaign promises?  Historically low unemployment?    Or just enraging MAGA for no reason?,0,Twitter Web App,
Radnor Capital,1469029022717947913,"New York, USA",2021-12-09 19:40:00,"(4/6) Bottom line, there is very little sign of macro weakness and backward looking (Q4) earnings should be decent.… https://t.co/JPfON5spr4",0,Twitter Web App,
IndependentCreative 🎈,765592121768284160,"Manhattan, NY",2016-08-16 16:52:40,"@GRDecter Not sure ppl are understanding the definition of deflation, “a time of high unemployment &amp; deflation”. This is really bad.",0,Twitter for iPhone,
byThestylishhuman,2899347436,New York ,2014-11-30 15:25:59,Can someone tell me why for four days I have gotten the same message from @NYSLabor that their call volume is high.… https://t.co/ZI30YFV7WS,0,Twitter for iPhone,
Thomas de Saint Clair,1563097985869049857,New York NY,2022-08-26 09:36:29,"@JamesBradleyCA Miss Jackson wants to censor the truth.

Violent crime statistics. Interracial violent crime statis… https://t.co/g7ZGkxDUHj",1,Twitter for iPhone,
Sheezy,212007860,"New York, NY",2010-11-04 21:56:14,@StockMarketNerd Real rates are still negative and a huge factor to inflation is wage increases and unemployment be… https://t.co/FCdYB3eiBc,0,Twitter for iPhone,
Linette Lopez,19775788,New York,2009-01-30 16:52:07,"We're already seeing back tracking. BofA now calls for a ""mild recession...to start later and come with lower peak… https://t.co/xE5VrmnKSE",2,Twitter Web App,
Dan Alpert,322602539,New York,2011-06-23 13:01:20,"Yet there is, save for the pandemic-related supply chain breakdowns, now history, no actual evidence of a dearth of… https://t.co/QTs6Xmp9Ja",1,Twitter for Android,
Nix Eradicatus,845810792247283713,Central New York,2017-03-26 01:33:02,"""Continued tightness in major labor markets may exacerbate wage inflation meaning there may be a need to be a mater… https://t.co/zPLbv3h1DX",0,Twitter for Android,
CricketDiane,173591614,"Manhattan, NY, USA",2010-08-01 21:50:10,"likely become a millionaire or billionaire. In #Republican-run red states, (which #Democrat-run blue states send mo… https://t.co/C7fNUOGteL",0,Twitter for Android,
CricketDiane,173591614,"Manhattan, NY, USA",2010-08-01 21:50:10,"Maybe - but in blue states you can likely become a millionaire or billionaire. In red states, (which blue states se… https://t.co/Zsp5mE4xyU",0,Twitter for Android,
Toni,288282747,New York City,2011-04-26 15:34:53,Excluded workers need protection and economic assistance like unemployment insurance to survive. #excludednomore https://t.co/iBRCzsZbxt,0,Twitter for iPhone,
Joe Weisenthal,14096763,New York City,2008-03-07 19:37:09,"@tylermacro10 @dinabass yeah, I think this is worth considering. Austin, TX is built on two things -- real estate a… https://t.co/YDMVSfFxjT",0,TweetDeck,
Ham on Wry,1443767646655336449,Lost and Faust,2021-10-01 02:40:16,"@IGN Starfield looks like unemployment.

https://t.co/ncI5HwXySy https://t.co/K1ZDMCT9ok",0,Twitter for Android,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Taiwan decreased to 3.61 percent in December from 3.64 percent in November of 2022.… https://t.co/kk7i3wMdBX,0,Trading Economics,
AInvest Wire,1516030462954725380,New York,2022-04-18 12:26:49,"ECB's Villeroy: We should not have a major increase in unemployment in the European economies.
#Ainvest… https://t.co/AZHxrVDwo5",0,AinvestNews,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Jordan increased to 23.10 percent in the third quarter of 2022 from 22.60 percent in the secon… https://t.co/rZCgkXTFMr,0,Trading Economics,
VolSignals,1174510105674571777,"New York, NY",2019-09-19 02:26:51,"""Unemployment rate is a key driver in Goldman's model -&gt;

Cont. strength in labor market is clear factor anchoring… https://t.co/nPbamNpCYL",0,Twitter Web App,
VolSignals,1174510105674571777,"New York, NY",2019-09-19 02:26:51,"""Looking ahead -&gt; Easier to see scenarios where IVs move HIGHER than lower from these levels

-&gt; esp. as excess ris… https://t.co/Oqh63fH3nE",0,Twitter Web App,
Killex,2795395454,"New York, USA",2014-09-07 05:49:51,@AxelTheAussie I went to a hockey game and a week later my work told me they were closed down and for 6 months I was on unemployment,0,Twitter for Android,
Michael Demetriou,1605039114566483969,"New York, NY",2022-12-20 03:15:34,"All these layoffs but unemployment is fine and so is the economy, carry on!
🇺🇸🇺🇸🇺🇸😎

https://t.co/qTpGAFErf4

https://t.co/PirOCoG6pO",0,Twitter for iPhone,
Ola Bola,248614775,"New York, NY",2011-02-07 11:14:53,@Yemi__Ajayi This only buttresses d point that APC govt failed. No working state shld have this number of pple at a… https://t.co/EgIng0p3Ms,0,Twitter for iPhone,
New York Aaron,4835276764,"New York, USA",2016-01-22 13:51:05,"@GhosteLive @AntiWarDevil @honestsportz Trump was great. No wars, great economy, secure border, no inflation, low g… https://t.co/GkRpYBAnFD",0,Twitter Web App,
Brock Pearson,1398038242600140815,"Idaho Falls, ID",2021-05-27 22:08:23,@fasc1nate The bk employee had it removed and the exif  data from the uploaded photo which suggested the culprit wa… https://t.co/t88pVuAsmI,0,Twitter for iPhone,
William Palmer,2178859262,"New York, USA",2013-11-06 21:54:10,@StuffKSaid Has DeeDee found another job yet? How long does unemployment last in Canada? Is she just staying home b… https://t.co/0iIqbD57vG,0,Twitter for Android,
Rosie Nicastro,456072484,"New York, NY",2012-01-05 21:02:03,"@uberkieran That’s weird, I was in UT and recall collecting unemployment most of 2020 and a good part of 2021",0,Twitter for iPhone,
#GeneralStrike : End #RAD/#PACT/#PreservationTrust,1086651236353495040,"New York, NY",2019-01-19 15:46:58,"What is the unemployment rate for young adults living in @NYCHA ? It's not ""job growth"" if it's not equitable !… https://t.co/DbMgY3WFA6",1,Twitter Web App,
John L,7233572,NYC,2007-07-03 17:43:42,@KimBroadsword @natebitatibetan @ScottFishman @CarloRGarcia @itsJeffTiedrich Record high unemployment under Trump.… https://t.co/7AhPlPnhjv,0,Twitter for iPhone,
Fatai Adegbenro,1349772381074694144,"New York, NY",2021-01-14 17:36:42,"@obyezeks @Twitter equally ask Obi to stop the claim
A presidential that 40% of Nigerians are unemployed and doing… https://t.co/qZmvSPQEkh",0,Twitter for Android,
QQ Global Markets,1556630178293600261,"New York, NY",2022-08-08 13:15:48,"06:45 pm, NZD, FPI m/m.
07:00 pm, USD, FOMC Member Logan Speaks.
09:00 pm, AUD, MI Inflation Expectations.
09:01 pm… https://t.co/jek23NQZIY",0,Metricool,
Always Vote All Blue 🇺🇸,2266378958,"New York, New York",2013-12-28 20:07:51,"@JamesBradleyCA Everything wrong? 
✔️50-year low unemployment rate
✔️Creating 10 Million+ jobs
✔️Reducing the defic… https://t.co/Tdf280v6RW",0,Twitter Web App,
John Tomlinson,19531912,New York City,2009-01-26 12:42:15,"@OtakuTransform @RepRickAllen ""On the right, the barest glimmer of worker power is treated as a policy emergency, a… https://t.co/REoSfPTwmI",0,Twitter Web App,
Power 105.1,19955575,New York City,2009-02-03 05:09:25,The #unemployment rate for #BlackWomen increased from 5.2% to 5.5% from November to December... yet the national ra… https://t.co/Yuq5UpnCey,0,TweetDeck,
Yahoo News,7309052,New York City,2007-07-07 06:52:31,"History suggests it's tough to tame inflation without causing unemployment to spike, but positive recent trends hav… https://t.co/sD9jOtZPzO",2,SocialFlow,
K.Lo,785746748,"Jersey City, NJ",2012-08-27 23:52:40,@JamesBradleyCA Lowest unemployment in decades.,0,Twitter for Android,
liz,1577418804551991300,"New York, USA",2022-10-04 22:02:29,@JoJoFromJerz The president who gave more money to historically black colleges. The president who had black unemplo… https://t.co/9io9lPM35d,0,Twitter for iPhone,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,@WhiteHouse And in the last 6 months the CPI inflation rate went up annualized at only 2% while the unemployment rate was 3.5%.,0,Twitter Web App,
Jay Christiana,471556372,New York,2012-01-23 00:49:40,"Here's how businesses feel about their revenue, profit prospects for 2023 https://t.co/LkLPw64Mes via @AlbanyBizReview",0,Twitter Web App,
G-dog,103445720,new york,2010-01-10 01:49:01,@RepJeffries Since Biden took over inflation was 2.5 now 7.5 gas was under 2.00 now over 3.50 the border was under… https://t.co/CaNoD63NCU,0,Twitter for iPhone,
Roosevelt Institute,76967543,"New York, NY",2009-09-24 15:37:33,“What we saw was Black women were in this truly impossible position of being primary caregivers in families while w… https://t.co/QaDRhCPGLR,2,Twitter Web App,
Yahoo Finance,19546277,"New York, NY",2009-01-26 17:44:44,"""The unemployment rate remains near all-time lows,"" Invesco Investment Solutions Senior Portfolio Manager… https://t.co/s1P6Lx2r7k",1,Twitter Media Studio - LiveCut,
iamjeannebopp,1189911318603673600,New York City,2019-10-31 14:26:08,@notyourhabibi My unemployment has consisted of feeding myself gummies and the husband putting me in front of a lap… https://t.co/eAhmbAEhue,0,Twitter Web App,
Roosevelt Institute,76967543,"New York, NY",2009-09-24 15:37:33,"While overall US unemployment returned to a historic low, a demographic breakdown shows not everyone benefited: Bla… https://t.co/q4mLPzMnsu",1,Sprout Social,
Legal Services NYC,336124906,New York City,2011-07-15 19:43:03,"MUST READ op-ed on the need for NY to rehaul its unemployment benefit system. ""' Fraud' should not be used as a rat… https://t.co/VAVlhxFkzu",5,TweetDeck,
EndDiscriminationNow,187559910,Manhattan NY,2010-09-06 15:30:46,"""The 'record low"" Unemployment rate at 3.5% measures  those who wanted work but could not find it over 4 wks. And i… https://t.co/Ryz2N8dSy7",0,Twitter Web App,
butterscotch collins,31214910,"New York, NY",2009-04-14 20:20:05,@c3p_oh Listen if it happens you collect those unemployment bennies and take a little break for fun stuff!,0,Twitter for iPhone,
Lance Cotten,4774966523,New York,2016-01-11 14:30:06,@yeeyeeboujee @BruceDankmyer Buddy we are all much smarter than you skip reading people. Show the article that show… https://t.co/LK4xYK1zGi,0,Twitter Web App,
UN News,104277809,"Manhattan, NY",2010-01-12 21:25:52,"The @ilo reports employment is set to grow by just 1% in 2023, less than half last year’s level. #unemployment is a… https://t.co/sVXLnvLPIq",2,TweetDeck,
Markets Insider,65448361,"New York, NY",2009-08-13 19:42:46,"Inflation isn't coming down without a recession and interest rates will continue to skyrocket, JPMorgan Asset Manag… https://t.co/4ikkRXQleF",3,Business Insider Login,
JGCollins_NYC,1507012095027470345,NYC,2022-03-24 15:11:21,GOP Lawmakers Push For  Scrutiny Of Unemployment Fund,0,Twitter Web App,
Duncan Freeman,1414703324591427588,"New York, NY",2021-07-12 21:50:37,Hundreds of workers from local labor groups joined together in the @FEWCoalition last week to launch the campaign f… https://t.co/eQFlop8ctq,3,Twitter Web App,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,"@TimRunsHisMouth @RepJeffries Avain flu. Less chickens. Less eggs. Biden caused that? Are you serious?
CPI in Decem… https://t.co/zQhVZw3FQO",0,Twitter Web App,
Mary Anne Gruen,30706941,New York ,2009-04-12 19:41:16,"As France Moves to Delay Retirement, Older Workers Are in a Quandary - It's the same in the U.S. Older Workers may… https://t.co/wga8S3CpVd",0,Twitter Web App,
National Center for Law and Economic Justice,4797841647,"New York, NY",2016-01-13 21:36:18,"“Fraud” should not be used as a rationale to exclude workers from benefits, claw back overpayments, or keep New Yor… https://t.co/mdoIlCo6Pz",2,Twitter Web App,
